      W(GeV)       theta(degrees)  [diff](nb)
    0.49860E+01    0.14380E+03    0.14330E-01
    0.49860E+01    0.14750E+03    0.13812E-01
    0.49860E+01    0.15137E+03    0.13311E-01
    0.49860E+01    0.15537E+03    0.12857E-01
    0.49860E+01    0.15949E+03    0.12493E-01
    0.49860E+01    0.16369E+03    0.12252E-01
    0.49860E+01    0.16798E+03    0.12137E-01
    0.49860E+01    0.17230E+03    0.12115E-01
    0.49860E+01    0.17664E+03    0.12130E-01
    0.50360E+01    0.47495E-01    0.60280E+01
    0.50360E+01    0.10875E+00    0.60278E+01
    0.50360E+01    0.16974E+00    0.60273E+01
    0.50360E+01    0.22981E+00    0.60267E+01
    0.50360E+01    0.28857E+00    0.60259E+01
    0.50360E+01    0.34565E+00    0.60249E+01
    0.50360E+01    0.40072E+00    0.60238E+01
    0.50360E+01    0.45343E+00    0.60226E+01
    0.50360E+01    0.50349E+00    0.60213E+01
    0.50360E+01    0.55060E+00    0.60200E+01
    0.50360E+01    0.59448E+00    0.60186E+01
    0.50360E+01    0.63487E+00    0.60173E+01
    0.50360E+01    0.67154E+00    0.60160E+01
    0.50360E+01    0.70427E+00    0.60148E+01
    0.50360E+01    0.73287E+00    0.60137E+01
    0.50360E+01    0.75716E+00    0.60127E+01
    0.50360E+01    0.77702E+00    0.60119E+01
    0.50360E+01    0.79231E+00    0.60113E+01
    0.50360E+01    0.80296E+00    0.60108E+01
    0.50360E+01    0.80890E+00    0.60106E+01
    0.50360E+01    0.82272E+00    0.60100E+01
    0.50360E+01    0.87351E+00    0.60076E+01
    0.50360E+01    0.95702E+00    0.60036E+01
    0.50360E+01    0.10639E+01    0.59978E+01
    0.50360E+01    0.11858E+01    0.59905E+01
    0.50360E+01    0.13160E+01    0.59818E+01
    0.50360E+01    0.14498E+01    0.59720E+01
    0.50360E+01    0.15834E+01    0.59612E+01
    0.50360E+01    0.17141E+01    0.59498E+01
    0.50360E+01    0.18399E+01    0.59381E+01
    0.50360E+01    0.19590E+01    0.59262E+01
    0.50360E+01    0.20699E+01    0.59144E+01
    0.50360E+01    0.21716E+01    0.59031E+01
    0.50360E+01    0.22630E+01    0.58925E+01
    0.50360E+01    0.23433E+01    0.58829E+01
    0.50360E+01    0.24118E+01    0.58744E+01
    0.50360E+01    0.24680E+01    0.58673E+01
    0.50360E+01    0.25114E+01    0.58617E+01
    0.50360E+01    0.25417E+01    0.58577E+01
    0.50360E+01    0.25586E+01    0.58555E+01
    0.50360E+01    0.26019E+01    0.58497E+01
    0.50360E+01    0.27625E+01    0.58275E+01
    0.50360E+01    0.30267E+01    0.57883E+01
    0.50360E+01    0.33648E+01    0.57335E+01
    0.50360E+01    0.37504E+01    0.56649E+01
    0.50360E+01    0.41625E+01    0.55846E+01
    0.50360E+01    0.45857E+01    0.54952E+01
    0.50360E+01    0.50085E+01    0.53993E+01
    0.50360E+01    0.54224E+01    0.52996E+01
    0.50360E+01    0.58206E+01    0.51986E+01
    0.50360E+01    0.61975E+01    0.50989E+01
    0.50360E+01    0.65489E+01    0.50027E+01
    0.50360E+01    0.68708E+01    0.49120E+01
    0.50360E+01    0.71604E+01    0.48286E+01
    0.50360E+01    0.74148E+01    0.47541E+01
    0.50360E+01    0.76320E+01    0.46896E+01
    0.50360E+01    0.78101E+01    0.46362E+01
    0.50360E+01    0.79476E+01    0.45947E+01
    0.50360E+01    0.80435E+01    0.45655E+01
    0.50360E+01    0.80970E+01    0.45492E+01
    0.50360E+01    0.82342E+01    0.45073E+01
    0.50360E+01    0.87435E+01    0.43501E+01
    0.50360E+01    0.95812E+01    0.40877E+01
    0.50360E+01    0.10654E+02    0.37500E+01
    0.50360E+01    0.11879E+02    0.33708E+01
    0.50360E+01    0.13189E+02    0.29816E+01
    0.50360E+01    0.14536E+02    0.26072E+01
    0.50360E+01    0.15884E+02    0.22643E+01
    0.50360E+01    0.17205E+02    0.19619E+01
    0.50360E+01    0.18478E+02    0.17030E+01
    0.50360E+01    0.19685E+02    0.14862E+01
    0.50360E+01    0.20812E+02    0.13079E+01
    0.50360E+01    0.21847E+02    0.11634E+01
    0.50360E+01    0.22778E+02    0.10478E+01
    0.50360E+01    0.23598E+02    0.95648E+00
    0.50360E+01    0.24298E+02    0.88567E+00
    0.50360E+01    0.24873E+02    0.83216E+00
    0.50360E+01    0.25318E+02    0.79347E+00
    0.50360E+01    0.25628E+02    0.76779E+00
    0.50360E+01    0.25801E+02    0.75389E+00
    0.50360E+01    0.26245E+02    0.71971E+00
    0.50360E+01    0.27897E+02    0.60911E+00
    0.50360E+01    0.30627E+02    0.47298E+00
    0.50360E+01    0.34147E+02    0.35730E+00
    0.50360E+01    0.38201E+02    0.27451E+00
    0.50360E+01    0.42589E+02    0.21759E+00
    0.50360E+01    0.47165E+02    0.17664E+00
    0.50360E+01    0.51817E+02    0.14528E+00
    0.50360E+01    0.56461E+02    0.12049E+00
    0.50360E+01    0.61024E+02    0.10089E+00
    0.50360E+01    0.65445E+02    0.85564E-01
    0.50360E+01    0.69666E+02    0.73639E-01
    0.50360E+01    0.73630E+02    0.64313E-01
    0.50360E+01    0.77284E+02    0.56971E-01
    0.50360E+01    0.80574E+02    0.51195E-01
    0.50360E+01    0.83445E+02    0.46712E-01
    0.50360E+01    0.85848E+02    0.43328E-01
    0.50360E+01    0.87736E+02    0.40892E-01
    0.50360E+01    0.89071E+02    0.39285E-01
    0.50360E+01    0.89823E+02    0.38420E-01
    0.50360E+01    0.90098E+02    0.38110E-01
    0.50360E+01    0.90516E+02    0.37647E-01
    0.50360E+01    0.91257E+02    0.36848E-01
    0.50360E+01    0.92305E+02    0.35763E-01
    0.50360E+01    0.93636E+02    0.34460E-01
    0.50360E+01    0.95220E+02    0.33013E-01
    0.50360E+01    0.97024E+02    0.31493E-01
    0.50360E+01    0.99008E+02    0.29964E-01
    0.50360E+01    0.10113E+03    0.28477E-01
    0.50360E+01    0.10335E+03    0.27063E-01
    0.50360E+01    0.10561E+03    0.25742E-01
    0.50360E+01    0.10788E+03    0.24524E-01
    0.50360E+01    0.11009E+03    0.23415E-01
    0.50360E+01    0.11219E+03    0.22423E-01
    0.50360E+01    0.11414E+03    0.21553E-01
    0.50360E+01    0.11589E+03    0.20815E-01
    0.50360E+01    0.11737E+03    0.20215E-01
    0.50360E+01    0.11856E+03    0.19756E-01
    0.50360E+01    0.11941E+03    0.19439E-01
    0.50360E+01    0.11989E+03    0.19263E-01
    0.50360E+01    0.12011E+03    0.19181E-01
    0.50360E+01    0.12060E+03    0.19009E-01
    0.50360E+01    0.12146E+03    0.18709E-01
    0.50360E+01    0.12270E+03    0.18297E-01
    0.50360E+01    0.12429E+03    0.17799E-01
    0.50360E+01    0.12623E+03    0.17241E-01
    0.50360E+01    0.12848E+03    0.16655E-01
    0.50360E+01    0.13104E+03    0.16071E-01
    0.50360E+01    0.13387E+03    0.15509E-01
    0.50360E+01    0.13696E+03    0.14974E-01
    0.50360E+01    0.14028E+03    0.14461E-01
    0.50360E+01    0.14380E+03    0.13953E-01
    0.50360E+01    0.14750E+03    0.13440E-01
    0.50360E+01    0.15137E+03    0.12934E-01
    0.50360E+01    0.15537E+03    0.12473E-01
    0.50360E+01    0.15949E+03    0.12108E-01
    0.50360E+01    0.16369E+03    0.11878E-01
    0.50360E+01    0.16798E+03    0.11788E-01
    0.50360E+01    0.17230E+03    0.11796E-01
    0.50360E+01    0.17664E+03    0.11835E-01
